id,ctime,time,level,title,content
2354828,1777018715,2026/4/24 16:18:35,C,罗马尼亚总理宣布临时内阁人选,【罗马尼亚总理宣布临时内阁人选】财联社4月24日电，在来自罗马尼亚执政联盟第一大党社会民主党（社民党）的7名政府成员集体辞职后，总理博洛让23日宣布接替人选，以表明自己不会辞职的立场。社民党20日宣布撤回对执政联盟第二大党国家自由党的博洛让的政治支持。博洛让随后发表声明拒绝辞职。23日下午，来自社民党的1名副总理和6名部长集体提交辞呈。博洛让23日召开新闻发布会说，空缺的部长职位将由内阁成员临时兼任，空缺的副总理的工作将由副总理瓦娜·乔治乌代管，他们“最迟下周一全面接管事务”，各项工作将平稳推进。 (央视新闻)
2354830,1777018833,2026/4/24 16:20:33,C,,财联社4月24日电，谷歌与微软据悉将竞标使用软银位于美俄亥俄州的数据中心。
2354831,1777018883,2026/4/24 16:21:23,C,法国国民健康数据将从微软迁移至本土平台,【法国国民健康数据将从微软迁移至本土平台】财联社4月24日电，法国健康数据中心23日发布公报，宣布将选择法国本土云企业斯凯尔韦公司托管医保报销数据及其他具有重要价值的健康数据。此前该数据中心的数据托管服务由美国微软公司提供。公报说，鉴于所托管数据敏感且规模巨大，该机构要求数据托管平台必须依托韧性基础设施，并具备极高的安全水平。在“公共云”采购框架下，此次数据托管服务商的遴选过程较为严格，历时两个半月，涉及350多项技术要求，斯凯尔韦公司最终被选中。法国健康数据中心主任埃拉·加里亚尼表示，此次数据迁移旨在为该中心全体用户维持高水平的安全保障，将有助于加快使用法国国家健康数据，以及在更大范围内加速开展依托健康数据的各类科研和创新项目。法国方面有消息指出，法国国内近来要求摆脱依赖美国科技巨头的呼声不断高涨，法国健康数据中心此次迁移数据的决定备受关注。 (央视新闻)
2354835,1777019256,2026/4/24 16:27:36,C,香港证监会再次参与全球监管工作以打击金融网红的违法活动,【香港证监会再次参与全球监管工作以打击金融网红的违法活动】财联社4月24日电，据香港证监会网站，香港证监会正与全球各地的证券监管机构携手合作，打击金融网红的违法活动。在过去一年，香港证监会透过采取强而有力的执法行动，以及与社交媒体平台合作移除涉及无牌活动的可疑帖文和帐户，在打击金融网红的违法活动方面取得了进展，包括：成功使一名金融网红被法院判处监禁刑罚，而该人此前已因无牌而在社交媒体聊天群组提供付费投资意见，被裁定刑事罪名成立；就一名金融网红无牌向香港公众推广海外虚拟资产交易平台，向其发出合规意见函；自2025年7月以来，向主要社交媒体平台提交了12份报告，涉及33个可疑帖文或帐户，当中超过90%被举报的帖文或帐户迅即被相关平台删除。香港证监会表示，透过其在2025年第三季推出的内部人工智能社交媒体监察系统（SENSOR），积极加强其侦测社交媒体金融诈骗的能力。该系统利用人工智能及自然语言处理技术，监察社交媒体平台上的多项预警迹象，包括金融网红违法推销金融产品。
2354836,1777019286,2026/4/24 16:28:06,C,中信证券：给予康宁“买入”评级 目标价189美元,【中信证券：给予康宁“买入”评级 目标价189美元】财联社4月24日电，中信证券给予康宁“买入”评级，目标价189美元。中信证券指出，公司作为全球光纤光缆龙头，受益于与Meta的60亿美元供应协议及数据中心互联需求增长；光伏业务受美国本土化战略推动，Hemlock营收有望达21-23亿美元。光通信景气周期支撑长期价值，目标价基于2027年盈利预期。
2354837,1777019366,2026/4/24 16:29:26,C,有研新材：一季度净利润同比增长31.00%,【有研新材：一季度净利润同比增长31.00%】财联社4月24日电，有研新材(600206.SH)公告称，2026年第一季度实现营业收入29.57亿元，同比增长60.72%；归属于上市公司股东的净利润为8827.11万元，同比增长31.00%。业绩变动主要系本期控股子公司有研亿金和有研稀土营业收入增加，以及利润总额增加所致。
2354839,1777019389,2026/4/24 16:29:49,C,舒华体育：第一季度净利润同比增长212.79%,"【舒华体育：第一季度净利润同比增长212.79%】财联社4月24日电，舒华体育(605299.SH)公告称，2026年第一季度实现营业收入3.49亿元，同比增长28.80%；归属于上市公司股东的净利润为2432.61万元，同比增长212.79%。业绩变动主要系受本期营业收入同比去年同期增长28.80%影响，本期毛利额同比去年同期增加2,143.02万元；同时本期各类费用及减值损失等合计同比去年同期未有明显变化，故本期利润总额同比去年同期增长210.25%，增加2,098.79万元。受本期利润总额增长影响，归属于上市公司股东的净利润随之增长。小财注：公司Q1净利润0.24亿，2025年Q4净利润0.54亿，据此计算，Q1净利润环比下降54%。"
2354842,1777019440,2026/4/24 16:30:40,C,,财联社4月24日电，在岸人民币兑美元收盘报6.8342，较上一交易日下降6点。
2354845,1777019466,2026/4/24 16:31:06,C,欧派家居：2025年度净利润19.97亿元 同比下降23.18%,【欧派家居：2025年度净利润19.97亿元 同比下降23.18%】财联社4月24日电，欧派家居(603833.SH)公告称，公司发布2025年年度报告摘要，实现营业收入172.32亿元，同比下降8.94%；归属于上市公司股东的净利润为19.97亿元，同比下降23.18%。公司拟以实施权益分派股权登记日的总股本扣除公司股份回购专户中股份数量后的股份总数为基数，向全体股东每股派发现金红利1.237元(含税)，不送红股亦不进行资本公积金转增股本。小财注：公司Q4净利润1.64亿，Q3净利润8.14亿，据此计算，Q4净利润环比下降79%。
2354851,1777019699,2026/4/24 16:34:59,C,琼州海峡启动客滚船水污染物“零排放”工作,【琼州海峡启动客滚船水污染物“零排放”工作】财联社4月24日电，记者4月24日从湛江海事局了解到，琼州海峡客滚船水污染物“零排放”工作试点在北岸正式启动。首艘参与试点的客滚船“凤凰岭”轮顺利完成生活污水岸上接收，标志着琼州海峡客滚船水污染物治理迈入“零排放”新阶段。后续，琼州海峡南北两岸将全面启动客滚船水污染物“零排放”工作，推进琼州海峡航运绿色低碳转型发展。
2354852,1777019828,2026/4/24 16:37:08,C,超捷股份：第一季度净利润同比下降11.00%,【超捷股份：第一季度净利润同比下降11.00%】财联社4月24日电，超捷股份(301005.SZ)公告称，2026年第一季度实现营业收入1.83亿元，同比下降2.86%；归属于上市公司股东的净利润为1422.89万元，同比下降11.00%。小财注：公司Q1净利润0.14亿，2025年Q4净利润-0.12亿，据此计算，Q1净利润环比扭亏为盈。
2354854,1777019956,2026/4/24 16:39:16,C,下周央行公开市场将有120亿元逆回购到期,【下周央行公开市场将有120亿元逆回购到期】财联社4月24日电，Wind数据显示，下周央行公开市场将有120亿元逆回购到期，其中下周一至下周四分别到期5亿元、50亿元、60亿元、5亿元。此外，下周一将有6000亿元MLF到期。
2354855,1777019973,2026/4/24 16:39:33,C,伊朗外长与伊拉克库区主席通电话 讨论地区局势,【伊朗外长与伊拉克库区主席通电话 讨论地区局势】财联社4月24日电，伊朗外长阿拉格齐当地时间24日与伊拉克北部库尔德自治区（库区）主席内奇尔万·巴尔扎尼通电话，就地区局势最新发展进行讨论与磋商。 (央视新闻)
2354856,1777020070,2026/4/24 16:41:10,B,中国证监会：允许合格境外投资者参与国债期货交易,【中国证监会：允许合格境外投资者参与国债期货交易】财联社4月24日电，中国证监会近日发布公告称，经商中国人民银行、国家外汇局，将从2026年4月24日起允许合格境外投资者参与国债期货交易，交易目的限于套期保值。允许合格境外投资者参与国债期货交易，是落实党中央、国务院关于“扩大高水平对外开放”决策部署的具体举措之一。此举旨在持续扩大合格境外投资者可投资范围，丰富境外机构投资者利率风险管理工具，增强人民币债券资产吸引力，提升境外机构投资行为的稳定性，促进债券期现货市场高质量发展。下一步，中国证监会还将出台更多期货市场改革发展举措，进一步推进资本市场高水平制度型开放。
2354860,1777020127,2026/4/24 16:42:07,C,中天科技：第一季度净利润同比增长46.42%,【中天科技：第一季度净利润同比增长46.42%】财联社4月24日电，中天科技(600522.SH)公告称，2026年第一季度实现营业收入131.42亿元，同比增长34.71%；归属于上市公司股东的净利润为9.19亿元，同比增长46.42%。业绩变动主要系报告期内海缆、储能、铜产品等相关业务保持了稳步增长，以及光纤、海缆等产品利润提升所致。
2354861,1777020185,2026/4/24 16:43:05,C,,财联社4月24日电，日本首相高市早苗敦促日本内阁寻求新的石油进口来源，5月约60%的原油进口将绕开霍尔木兹海峡。
2354862,1777020304,2026/4/24 16:45:04,C,财政部：一季度全国财政收入增幅创3年来同期新高,【财政部：一季度全国财政收入增幅创3年来同期新高】财联社4月24日电，今天（24日）下午，财政部举行一季度财政收支情况新闻发布会。财政部相关部门负责人介绍，今年一季度，我国经济运行起步有力，财政收入增幅创3年来同期新高。今年一季度，我国主要宏观指标增速回升，价格出现积极变化，货物进出口快速增长，为财政收入增长提供有力支撑。全国财政收入61613亿元，同比增长2.4%。中央财政收入24991亿元，同比增长2.7%。地方财政收入36622亿元，同比增长2.1%。八成地区收入实现增长，东部、中部、西部、东北地区收入均实现增长。税收收入增幅回升，多数税种保持增长。其中，国内增值税21473亿元，同比增长4.9%。进口货物增值税、消费税4588亿元，同比增长12.9%。一季度，全国财政支出74706亿元，增长2.6%。其中，社会保障和就业支出增长9%；卫生健康支出增长12.1%；城乡社区支出增长2.8%。财政部国库支付中心主任王建勋介绍，一季度全国一般公共预算收入增幅比前2个月提高1.7个百分点，高于过去3年同期水平，反映出我国经济运行在“十五五”开局之年，起步有力、开局良好。支出进度为近五年最快，民生等重点领域支出得到较好保障。 (央视新闻)
2354866,1777020391,2026/4/24 16:46:31,C,俄外交部：俄乌冲突以来超2.4万俄平民遭乌袭击,【俄外交部：俄乌冲突以来超2.4万俄平民遭乌袭击】财联社4月24日电，俄罗斯外交部无任所大使米罗什尼克当地时间4月24日在当日的新闻发布会上表示，2026年第一季度，共有1725名平民遭乌克兰袭击，其中1459人受伤、266人死亡，平民伤亡人数较2025年同期增加236人。此外，2026年第一季度，乌军针对俄罗斯境内民用设施的打击次数较2025年同期翻了一番，共发射至少43772枚各类弹药。米罗什尼克指出，自俄乌冲突以来，至少有24872名俄罗斯平民遭乌克兰袭击，其中19861人受伤（包括1153名未成年人）、8011人死亡（包括243名未成年人）。 (央视新闻)
2354869,1777020541,2026/4/24 16:49:01,C,新荷花港股IPO获中国证监会备案,"【新荷花港股IPO获中国证监会备案】财联社4月24日电，中国证监会国际合作司发布关于四川新荷花中药饮片股份有限公司境外发行上市及境内未上市股份“全流通”备案通知书，公司拟发行不超过7,494,850股境外上市普通股并在香港联合交易所上市。公司40名股东拟将所持合计58,655,441股境内未上市股份转为境外上市股份，并在香港联合交易所上市流通。"
2354870,1777020580,2026/4/24 16:49:40,C,海南5月1日起进入伏季休渔期 为期三个半月,【海南5月1日起进入伏季休渔期 为期三个半月】财联社4月24日电，记者从海南省农业农村厅获悉，海南全省即将开始休渔。休渔时间为2026年5月1日12时至8月16日12时，共三个半月。 (央视新闻)
2354871,1777020618,2026/4/24 16:50:18,C,伊朗外长与巴基斯坦高官通话 讨论停火相关问题,【伊朗外长与巴基斯坦高官通话 讨论停火相关问题】财联社4月24日电，伊朗外长阿拉格齐当地时间24日分别同巴基斯坦副总理兼外长达尔以及巴基斯坦陆军参谋长穆尼尔通电话，就地区局势发展及与停火有关的问题交换意见。 (央视新闻)
2354872,1777020629,2026/4/24 16:50:29,C,天辰生物港股IPO获中国证监会备案,"【天辰生物港股IPO获中国证监会备案】财联社4月24日电，中国证监会国际合作司发布关于天辰生物医药（苏州）股份有限公司境外发行上市及境内未上市股份“全流通”备案通知书，公司拟发行不超过18,341,800股境外上市普通股并在香港联合交易所上市。公司31名股东拟将所持合计58,737,118股境内未上市股份转为境外上市股份，并在香港联合交易所上市流通。"
2354874,1777020667,2026/4/24 16:51:07,C,阿里云：4月30日10:00起 QoderTeams版新购价格调整为300RMB/席位月,"【阿里云：4月30日10:00起 QoderTeams版新购价格调整为300RMB/席位月】财联社4月24日电，阿里云发布公告，2026年4月30日10:00（北京时间）起，QoderTeams版新购每席位月额度升至3,000Credits，价格调整为300RMB/席位月。"
2354875,1777020674,2026/4/24 16:51:14,C,阿里云宣布调整Qoder Teams版本价格,【阿里云宣布调整Qoder Teams版本价格】财联社4月24日电，阿里云发布Qoder Teams版本价格调整公告，2026年4月30日10:00（北京时间）起，Qoder Teams版新购每席位月额度升至3000 Credits，价格调整为300 RMB/席位月。
